@relation train

@attribute weekday integer
@attribute month integer
@attribute day integer
@attribute year integer
@attribute hour integer
@attribute season {1, 2, 3, 4}
@attribute holiday {0, 1}
@attribute workingday {0, 1}
@attribute weather {1, 2, 3, 4}
@attribute temp real
@attribute atemp real
@attribute humidity real
@attribute windspeed real
@attribute count numeric

@data
6,1,7,2011,15,1,0,1,2,8.2,10.605,37,11.0014,72
6,1,7,2011,16,1,0,1,2,8.2,10.605,37,11.0014,87
6,1,7,2011,17,1,0,1,2,8.2,12.88,37,0,187
6,1,7,2011,18,1,0,1,1,8.2,11.365,40,6.0032,123
6,1,7,2011,19,1,0,1,1,6.56,9.85,55,6.0032,95
6,1,7,2011,20,1,0,1,1,7.38,10.605,47,7.0015,51
6,1,7,2011,21,1,0,1,1,7.38,9.85,47,8.9981,39
6,1,7,2011,22,1,0,1,2,7.38,9.85,43,11.0014,36
6,1,7,2011,23,1,0,1,2,7.38,9.85,51,11.0014,15
7,1,8,2011,0,1,0,0,2,7.38,9.85,51,11.0014,25
7,1,8,2011,1,1,0,0,2,7.38,10.605,55,6.0032,16
7,1,8,2011,2,1,0,0,2,7.38,12.12,55,0,16
7,1,8,2011,3,1,0,0,3,7.38,9.85,55,11.0014,7
7,1,8,2011,4,1,0,0,3,7.38,9.85,55,11.0014,1
7,1,8,2011,5,1,0,0,2,6.56,8.335,74,11.0014,5
7,1,8,2011,6,1,0,0,2,6.56,8.335,74,11.0014,2
7,1,8,2011,7,1,0,0,2,6.56,9.09,74,7.0015,9
7,1,8,2011,8,1,0,0,3,6.56,9.09,93,7.0015,15
7,1,8,2011,9,1,0,0,3,6.56,9.09,93,7.0015,20
7,1,8,2011,10,1,0,0,2,7.38,9.85,80,11.0014,61
7,1,8,2011,11,1,0,0,2,8.2,9.09,69,26.0027,62
7,1,8,2011,12,1,0,0,2,8.2,9.09,59,23.9994,98
7,1,8,2011,13,1,0,0,1,8.2,9.09,44,22.0028,102
7,1,8,2011,14,1,0,0,1,8.2,8.335,32,32.9975,95
7,1,8,2011,15,1,0,0,1,8.2,8.335,32,30.0026,74
7,1,8,2011,16,1,0,0,1,7.38,6.82,29,30.0026,76
7,1,8,2011,17,1,0,0,1,6.56,6.06,37,36.9974,69
7,1,8,2011,18,1,0,0,1,5.74,6.06,39,19.9995,55
7,1,8,2011,19,1,0,0,1,5.74,6.06,36,16.9979,30
7,1,8,2011,20,1,0,0,1,4.92,6.06,36,16.9979,28
7,1,8,2011,21,1,0,0,1,4.92,5.305,39,23.9994,37
7,1,8,2011,22,1,0,0,1,4.92,5.305,36,26.0027,34
7,1,8,2011,23,1,0,0,1,4.1,3.03,39,30.0026,22
1,1,9,2011,0,1,0,0,1,4.1,3.79,42,26.0027,25
1,1,9,2011,1,1,0,0,1,4.1,3.03,42,31.0009,12
1,1,9,2011,2,1,0,0,1,4.1,3.03,46,31.0009,11
1,1,9,2011,3,1,0,0,1,4.1,3.79,46,27.9993,4
1,1,9,2011,4,1,0,0,1,3.28,4.545,53,12.998,1
1,1,9,2011,5,1,0,0,1,3.28,4.545,53,12.998,1
1,1,9,2011,6,1,0,0,1,4.1,4.545,49,19.0012,1
1,1,9,2011,7,1,0,0,1,3.28,4.545,53,12.998,6
1,1,9,2011,8,1,0,0,1,4.1,4.545,49,19.0012,10
1,1,9,2011,9,1,0,0,1,4.92,3.79,46,35.0008,19
1,1,9,2011,10,1,0,0,1,5.74,5.305,43,26.0027,49
1,1,9,2011,11,1,0,0,1,6.56,6.06,40,35.0008,49
1,1,9,2011,12,1,0,0,1,7.38,6.82,37,30.0026,83
1,1,9,2011,13,1,0,0,1,8.2,8.335,34,30.0026,75
1,1,9,2011,14,1,0,0,1,9.02,9.09,32,31.0009,72
1,1,9,2011,15,1,0,0,1,9.02,9.85,35,23.9994,82
1,1,9,2011,16,1,0,0,1,8.2,8.335,34,30.0026,92
1,1,9,2011,17,1,0,0,1,7.38,7.575,37,26.0027,62
1,1,9,2011,18,1,0,0,1,6.56,6.82,40,22.0028,48
1,1,9,2011,19,1,0,0,1,6.56,6.82,43,22.0028,41
1,1,9,2011,20,1,0,0,1,5.74,6.06,46,16.9979,38
1,1,9,2011,21,1,0,0,1,5.74,5.305,46,27.9993,20
1,1,9,2011,22,1,0,0,1,5.74,6.06,46,19.9995,15
1,1,9,2011,23,1,0,0,1,4.92,6.82,50,12.998,6
2,1,10,2011,0,1,0,1,1,4.92,6.06,50,19.0012,5
2,1,10,2011,1,1,0,1,1,4.92,6.06,50,19.0012,1
2,1,10,2011,2,1,0,1,1,4.92,6.06,50,15.0013,3
2,1,10,2011,3,1,0,1,1,4.92,6.06,50,15.0013,1
2,1,10,2011,4,1,0,1,1,4.1,6.06,54,8.9981,3
2,1,10,2011,5,1,0,1,1,4.1,5.305,54,16.9979,3
2,1,10,2011,6,1,0,1,1,4.92,6.06,50,19.0012,31
2,1,10,2011,7,1,0,1,1,4.92,6.06,50,15.0013,77
2,1,10,2011,8,1,0,1,2,4.92,6.06,50,19.0012,188
2,1,10,2011,9,1,0,1,2,5.74,6.06,50,16.9979,94
2,1,10,2011,10,1,0,1,2,5.74,6.06,50,19.9995,31
2,1,10,2011,11,1,0,1,2,6.56,6.82,47,19.0012,30
2,1,10,2011,12,1,0,1,2,8.2,9.09,40,19.0012,52
2,1,10,2011,13,1,0,1,2,8.2,9.09,40,19.0012,54
2,1,10,2011,14,1,0,1,2,8.2,9.85,40,15.0013,47
2,1,10,2011,15,1,0,1,2,8.2,9.85,40,15.0013,45
2,1,10,2011,16,1,0,1,1,8.2,10.605,40,8.9981,74
2,1,10,2011,17,1,0,1,1,8.2,11.365,40,7.0015,178
2,1,10,2011,18,1,0,1,1,8.2,9.85,40,15.0013,155
2,1,10,2011,19,1,0,1,1,6.56,8.335,47,11.0014,95
2,1,10,2011,20,1,0,1,1,6.56,8.335,50,11.0014,74
2,1,10,2011,21,1,0,1,1,5.74,6.82,59,12.998,38
2,1,10,2011,22,1,0,1,1,5.74,7.575,59,11.0014,24
2,1,10,2011,23,1,0,1,1,5.74,7.575,59,11.0014,18
3,1,11,2011,0,1,0,1,1,5.74,8.335,59,7.0015,12
3,1,11,2011,1,1,0,1,1,5.74,7.575,59,11.0014,3
3,1,11,2011,2,1,0,1,2,6.56,7.575,55,12.998,3
3,1,11,2011,5,1,0,1,2,6.56,9.09,55,8.9981,6
3,1,11,2011,6,1,0,1,2,6.56,9.09,55,8.9981,27
3,1,11,2011,7,1,0,1,2,6.56,11.365,55,0,99
3,1,11,2011,8,1,0,1,2,7.38,10.605,51,6.0032,217
3,1,11,2011,9,1,0,1,2,7.38,9.85,51,11.0014,130
3,1,11,2011,10,1,0,1,2,8.2,10.605,51,11.0014,54
3,1,11,2011,11,1,0,1,2,8.2,10.605,47,8.9981,35
3,1,11,2011,12,1,0,1,2,8.2,11.365,51,7.0015,57
3,1,11,2011,13,1,0,1,2,8.2,11.365,59,6.0032,52
3,1,11,2011,14,1,0,1,2,8.2,11.365,59,6.0032,63
3,1,11,2011,15,1,0,1,2,6.56,9.85,80,6.0032,47
3,1,11,2011,16,1,0,1,2,6.56,7.575,86,15.0013,76
3,1,11,2011,17,1,0,1,2,6.56,7.575,86,15.0013,136
3,1,11,2011,18,1,0,1,3,6.56,9.09,93,7.0015,95
3,1,11,2011,19,1,0,1,3,6.56,11.365,93,0,51
3,1,11,2011,20,1,0,1,3,6.56,7.575,93,12.998,32
3,1,11,2011,21,1,0,1,3,6.56,9.85,86,6.0032,20
3,1,11,2011,22,1,0,1,3,6.56,9.09,93,7.0015,29
3,1,11,2011,23,1,0,1,3,6.56,9.85,93,6.0032,19
4,1,12,2011,0,1,0,1,2,6.56,9.85,86,6.0032,7
4,1,12,2011,1,1,0,1,2,6.56,9.09,86,7.0015,6
4,1,12,2011,2,1,0,1,1,5.74,7.575,86,8.9981,1
4,1,12,2011,5,1,0,1,1,5.74,7.575,86,11.0014,5
4,1,12,2011,6,1,0,1,1,4.92,7.575,93,8.9981,16
4,1,12,2011,7,1,0,1,1,5.74,7.575,69,8.9981,54
4,1,12,2011,8,1,0,1,1,6.56,8.335,59,11.0014,128
4,1,12,2011,9,1,0,1,1,6.56,6.82,59,22.0028,81
4,1,12,2011,10,1,0,1,1,7.38,9.09,55,15.0013,39
4,1,12,2011,11,1,0,1,1,8.2,9.09,51,26.0027,35
4,1,12,2011,12,1,0,1,1,8.2,7.575,47,39.0007,55
4,1,12,2011,13,1,0,1,1,9.02,9.85,44,23.9994,49
4,1,12,2011,14,1,0,1,1,8.2,9.09,47,22.0028,44
4,1,12,2011,15,1,0,1,1,8.2,8.335,47,27.9993,49
4,1,12,2011,16,1,0,1,1,9.02,9.85,44,22.0028,68
4,1,12,2011,17,1,0,1,1,8.2,9.09,47,23.9994,139
4,1,12,2011,18,1,0,1,1,8.2,7.575,47,35.0008,137
4,1,12,2011,19,1,0,1,1,7.38,7.575,47,27.9993,83
4,1,12,2011,20,1,0,1,1,6.56,6.82,50,22.0028,56
4,1,12,2011,21,1,0,1,1,6.56,6.82,55,22.0028,57
4,1,12,2011,22,1,0,1,1,6.56,6.06,55,30.0026,33
4,1,12,2011,23,1,0,1,1,5.74,5.305,59,27.9993,20
5,1,13,2011,0,1,0,1,1,5.74,6.06,59,19.0012,7
5,1,13,2011,1,1,0,1,1,5.74,6.06,50,19.0012,2
5,1,13,2011,2,1,0,1,1,5.74,6.06,50,23.9994,2
5,1,13,2011,3,1,0,1,1,5.74,6.06,50,22.0028,3
5,1,13,2011,4,1,0,1,1,5.74,6.06,50,16.9979,4
5,1,13,2011,5,1,0,1,1,5.74,6.06,50,19.9995,3
5,1,13,2011,6,1,0,1,1,4.92,7.575,54,8.9981,28
5,1,13,2011,7,1,0,1,1,4.92,7.575,54,8.9981,72
5,1,13,2011,8,1,0,1,1,5.74,6.82,50,12.998,202
5,1,13,2011,9,1,0,1,1,5.74,6.06,50,22.0028,139
5,1,13,2011,10,1,0,1,2,6.56,6.82,50,23.9994,38
5,1,13,2011,11,1,0,1,2,8.2,8.335,44,30.0026,37
5,1,13,2011,12,1,0,1,1,8.2,8.335,44,27.9993,52
5,1,13,2011,13,1,0,1,1,9.02,9.85,41,30.0026,83
5,1,13,2011,14,1,0,1,1,9.02,9.85,41,26.0027,42
5,1,13,2011,15,1,0,1,1,9.84,10.605,38,19.9995,60
5,1,13,2011,16,1,0,1,1,9.84,10.605,38,23.9994,78
5,1,13,2011,17,1,0,1,1,8.2,9.09,40,19.0012,162
5,1,13,2011,18,1,0,1,1,8.2,9.09,40,22.0028,144
5,1,13,2011,19,1,0,1,1,6.56,7.575,47,16.9979,99
5,1,13,2011,20,1,0,1,1,6.56,7.575,47,15.0013,64
5,1,13,2011,21,1,0,1,1,5.74,6.06,46,19.9995,40
5,1,13,2011,22,1,0,1,1,5.74,6.06,46,22.0028,30
5,1,13,2011,23,1,0,1,1,4.92,6.82,50,12.998,15
6,1,14,2011,0,1,0,1,1,4.92,6.82,50,12.998,14
6,1,14,2011,1,1,0,1,1,4.1,6.06,54,11.0014,5
6,1,14,2011,2,1,0,1,1,4.1,6.06,54,8.9981,1
6,1,14,2011,3,1,0,1,1,4.1,6.82,54,7.0015,1
6,1,14,2011,5,1,0,1,1,4.1,6.82,54,6.0032,8
6,1,14,2011,6,1,0,1,1,4.1,9.09,54,0,17
6,1,14,2011,7,1,0,1,1,4.1,6.06,74,11.0014,70
6,1,14,2011,8,1,0,1,1,4.92,8.335,68,0,158
6,1,14,2011,9,1,0,1,1,5.74,7.575,69,8.9981,117
6,1,14,2011,10,1,0,1,1,7.38,9.09,55,12.998,44
6,1,14,2011,11,1,0,1,1,7.38,8.335,51,19.0012,53
6,1,14,2011,12,1,0,1,1,8.2,9.85,44,16.9979,61
6,1,14,2011,13,1,0,1,1,9.02,9.85,37,26.0027,77
6,1,14,2011,14,1,0,1,1,9.02,10.605,41,19.0012,64
6,1,14,2011,15,1,0,1,1,9.84,12.12,38,11.0014,68
6,1,14,2011,16,1,0,1,1,9.02,12.12,41,7.0015,90
6,1,14,2011,17,1,0,1,1,9.02,11.365,41,11.0014,159
6,1,14,2011,18,1,0,1,1,8.2,12.88,47,0,139
6,1,14,2011,19,1,0,1,1,6.56,9.85,59,6.0032,92
6,1,14,2011,20,1,0,1,1,7.38,12.12,59,0,68
6,1,14,2011,21,1,0,1,1,6.56,11.365,69,0,52
6,1,14,2011,22,1,0,1,2,6.56,11.365,69,0,36
6,1,14,2011,23,1,0,1,2,7.38,12.12,55,0,27
7,1,15,2011,0,1,0,0,1,7.38,12.12,55,0,28
7,1,15,2011,1,1,0,0,2,6.56,9.85,59,6.0032,20
7,1,15,2011,2,1,0,0,2,6.56,9.85,59,6.0032,12
7,1,15,2011,3,1,0,0,2,6.56,11.365,59,0,8
7,1,15,2011,4,1,0,0,2,6.56,11.365,59,0,5
7,1,15,2011,5,1,0,0,1,6.56,11.365,59,0,1
7,1,15,2011,6,1,0,0,1,5.74,8.335,63,7.0015,3
7,1,15,2011,7,1,0,0,1,5.74,10.605,63,0,10
7,1,15,2011,8,1,0,0,1,5.74,7.575,63,8.9981,23
7,1,15,2011,9,1,0,0,1,6.56,9.09,64,8.9981,33
7,1,15,2011,10,1,0,0,1,7.38,9.85,59,11.0014,59
7,1,15,2011,11,1,0,0,1,8.2,9.85,55,15.0013,72
7,1,15,2011,12,1,0,0,1,9.84,11.365,48,15.0013,89
7,1,15,2011,13,1,0,0,1,11.48,12.88,38,19.9995,101
7,1,15,2011,14,1,0,0,1,12.3,14.395,39,19.0012,118
7,1,15,2011,15,1,0,0,2,13.12,15.91,36,12.998,129
7,1,15,2011,16,1,0,0,2,13.94,16.665,34,12.998,128
7,1,15,2011,17,1,0,0,2,13.12,15.15,36,19.0012,83
7,1,15,2011,18,1,0,0,2,12.3,14.395,45,16.9979,84
7,1,15,2011,19,1,0,0,2,13.12,15.15,39,16.9979,74
7,1,15,2011,20,1,0,0,2,13.12,15.15,39,16.9979,41
7,1,15,2011,21,1,0,0,2,13.12,15.15,39,15.0013,57
7,1,15,2011,22,1,0,0,2,12.3,15.91,42,7.0015,26
7,1,15,2011,23,1,0,0,1,12.3,14.395,45,19.0012,44
1,1,16,2011,0,1,0,0,1,10.66,15.15,56,0,39
1,1,16,2011,1,1,0,0,1,10.66,13.635,56,8.9981,23
1,1,16,2011,2,1,0,0,1,10.66,14.395,56,6.0032,16
1,1,16,2011,3,1,0,0,1,9.02,13.635,69,0,15
1,1,16,2011,4,1,0,0,1,10.66,12.88,56,11.0014,1
1,1,16,2011,5,1,0,0,2,10.66,12.88,56,11.0014,2
1,1,16,2011,6,1,0,0,2,10.66,12.88,56,11.0014,1
1,1,16,2011,7,1,0,0,2,9.84,10.605,56,19.9995,3
1,1,16,2011,8,1,0,0,1,9.02,10.605,55,19.0012,18
1,1,16,2011,9,1,0,0,1,9.02,10.605,51,16.9979,32
1,1,16,2011,10,1,0,0,1,9.02,10.605,51,19.0012,79
1,1,16,2011,11,1,0,0,1,9.84,11.365,44,16.9979,93
1,1,16,2011,12,1,0,0,1,9.84,10.605,41,19.0012,104
1,1,16,2011,13,1,0,0,1,10.66,11.365,35,19.9995,118
1,1,16,2011,14,1,0,0,1,11.48,13.635,36,16.9979,91
1,1,16,2011,15,1,0,0,1,10.66,12.12,38,16.9979,113
1,1,16,2011,16,1,0,0,1,9.84,11.365,38,15.0013,99
1,1,16,2011,17,1,0,0,1,9.02,10.605,37,16.9979,105
1,1,16,2011,18,1,0,0,1,8.2,10.605,40,11.0014,67
1,1,16,2011,19,1,0,0,1,7.38,9.85,47,8.9981,61
1,1,16,2011,20,1,0,0,1,7.38,9.85,47,11.0014,57
1,1,16,2011,21,1,0,0,1,7.38,9.85,51,11.0014,28
1,1,16,2011,22,1,0,0,2,8.2,10.605,49,8.9981,21
1,1,16,2011,23,1,0,0,2,8.2,11.365,40,7.0015,18
2,1,17,2011,0,1,1,0,2,8.2,9.85,47,15.0013,17
2,1,17,2011,1,1,1,0,2,8.2,9.85,44,12.998,16
2,1,17,2011,2,1,1,0,2,7.38,8.335,43,16.9979,8
2,1,17,2011,3,1,1,0,2,7.38,9.09,43,12.998,2
2,1,17,2011,4,1,1,0,2,7.38,9.85,43,8.9981,3
2,1,17,2011,5,1,1,0,2,7.38,9.85,43,11.0014,1
2,1,17,2011,6,1,1,0,2,7.38,9.09,43,12.998,5
2,1,17,2011,7,1,1,0,2,6.56,9.09,50,8.9981,13
2,1,17,2011,8,1,1,0,2,6.56,7.575,47,15.0013,33
2,1,17,2011,9,1,1,0,2,6.56,7.575,47,15.0013,47
2,1,17,2011,10,1,1,0,2,6.56,7.575,50,16.9979,57
2,1,17,2011,11,1,1,0,2,6.56,7.575,55,12.998,64
