@relation train

@attribute weekday integer
@attribute month integer
@attribute day integer
@attribute year integer
@attribute hour integer
@attribute season {1, 2, 3, 4}
@attribute holiday {0, 1}
@attribute workingday {0, 1}
@attribute weather {1, 2, 3, 4}
@attribute temp real
@attribute atemp real
@attribute humidity real
@attribute windspeed real
@attribute prev_weekday integer
@attribute prev_month integer
@attribute prev_day integer
@attribute prev_year integer
@attribute prev_hour integer
@attribute prev_season {1, 2, 3, 4}
@attribute prev_holiday {0, 1}
@attribute prev_workingday {0, 1}
@attribute prev_weather {1, 2, 3, 4}
@attribute prev_temp real
@attribute prev_atemp real
@attribute prev_humidity real
@attribute prev_windspeed real
@attribute count numeric

@data
2,1,3,2011,11,1,0,1,1,8.2,9.09,40,22.0028,2,1,3,2011,10,1,0,1,1,7.38,8.335,43,16.9979,51
2,1,3,2011,12,1,0,1,1,9.02,10.605,35,19.9995,2,1,3,2011,11,1,0,1,1,8.2,9.09,40,22.0028,61
2,1,3,2011,13,1,0,1,1,9.84,10.605,35,19.0012,2,1,3,2011,12,1,0,1,1,9.02,10.605,35,19.9995,61
2,1,3,2011,14,1,0,1,1,10.66,12.12,30,19.0012,2,1,3,2011,13,1,0,1,1,9.84,10.605,35,19.0012,77
2,1,3,2011,15,1,0,1,1,10.66,12.12,30,16.9979,2,1,3,2011,14,1,0,1,1,10.66,12.12,30,19.0012,72
2,1,3,2011,16,1,0,1,1,10.66,12.12,30,16.9979,2,1,3,2011,15,1,0,1,1,10.66,12.12,30,16.9979,76
2,1,3,2011,17,1,0,1,1,9.84,11.365,30,15.0013,2,1,3,2011,16,1,0,1,1,10.66,12.12,30,16.9979,157
2,1,3,2011,18,1,0,1,1,9.84,12.88,32,7.0015,2,1,3,2011,17,1,0,1,1,9.84,11.365,30,15.0013,157
2,1,3,2011,19,1,0,1,1,8.2,12.88,47,0,2,1,3,2011,18,1,0,1,1,9.84,12.88,32,7.0015,110
2,1,3,2011,20,1,0,1,1,8.2,11.365,47,7.0015,2,1,3,2011,19,1,0,1,1,8.2,12.88,47,0,52
2,1,3,2011,21,1,0,1,1,7.38,9.85,64,8.9981,2,1,3,2011,20,1,0,1,1,8.2,11.365,47,7.0015,52
2,1,3,2011,22,1,0,1,1,5.74,7.575,69,8.9981,2,1,3,2011,21,1,0,1,1,7.38,9.85,64,8.9981,20
2,1,3,2011,23,1,0,1,1,7.38,10.605,55,7.0015,2,1,3,2011,22,1,0,1,1,5.74,7.575,69,8.9981,12
3,1,4,2011,0,1,0,1,1,6.56,9.09,55,7.0015,2,1,3,2011,23,1,0,1,1,7.38,10.605,55,7.0015,5
3,1,4,2011,1,1,0,1,1,6.56,9.09,59,7.0015,3,1,4,2011,0,1,0,1,1,6.56,9.09,55,7.0015,2
3,1,4,2011,2,1,0,1,1,5.74,7.575,63,8.9981,3,1,4,2011,1,1,0,1,1,6.56,9.09,59,7.0015,1
3,1,4,2011,4,1,0,1,1,5.74,9.09,63,6.0032,3,1,4,2011,2,1,0,1,1,5.74,7.575,63,8.9981,2
3,1,4,2011,5,1,0,1,1,4.92,7.575,68,7.0015,3,1,4,2011,4,1,0,1,1,5.74,9.09,63,6.0032,4
3,1,4,2011,6,1,0,1,1,4.92,7.575,74,7.0015,3,1,4,2011,5,1,0,1,1,4.92,7.575,68,7.0015,36
3,1,4,2011,7,1,0,1,1,4.92,7.575,74,8.9981,3,1,4,2011,6,1,0,1,1,4.92,7.575,74,7.0015,94
3,1,4,2011,8,1,0,1,1,5.74,7.575,69,11.0014,3,1,4,2011,7,1,0,1,1,4.92,7.575,74,8.9981,179
3,1,4,2011,9,1,0,1,1,6.56,7.575,64,15.0013,3,1,4,2011,8,1,0,1,1,5.74,7.575,69,11.0014,100
3,1,4,2011,10,1,0,1,2,6.56,6.82,69,22.0028,3,1,4,2011,9,1,0,1,1,6.56,7.575,64,15.0013,42
3,1,4,2011,11,1,0,1,1,9.02,10.605,51,19.9995,3,1,4,2011,10,1,0,1,2,6.56,6.82,69,22.0028,57
3,1,4,2011,12,1,0,1,1,9.02,11.365,51,11.0014,3,1,4,2011,11,1,0,1,1,9.02,10.605,51,19.9995,78
3,1,4,2011,13,1,0,1,1,9.84,11.365,56,12.998,3,1,4,2011,12,1,0,1,1,9.02,11.365,51,11.0014,97
3,1,4,2011,14,1,0,1,1,10.66,12.88,52,15.0013,3,1,4,2011,13,1,0,1,1,9.84,11.365,56,12.998,63
3,1,4,2011,15,1,0,1,1,11.48,13.635,52,16.9979,3,1,4,2011,14,1,0,1,1,10.66,12.88,52,15.0013,65
3,1,4,2011,16,1,0,1,1,12.3,14.395,49,16.9979,3,1,4,2011,15,1,0,1,1,11.48,13.635,52,16.9979,83
3,1,4,2011,17,1,0,1,1,11.48,13.635,48,15.0013,3,1,4,2011,16,1,0,1,1,12.3,14.395,49,16.9979,212
3,1,4,2011,18,1,0,1,1,10.66,12.88,48,12.998,3,1,4,2011,17,1,0,1,1,11.48,13.635,48,15.0013,182
3,1,4,2011,19,1,0,1,1,9.84,12.88,48,7.0015,3,1,4,2011,18,1,0,1,1,10.66,12.88,48,12.998,112
3,1,4,2011,20,1,0,1,1,9.84,12.88,48,7.0015,3,1,4,2011,19,1,0,1,1,9.84,12.88,48,7.0015,54
3,1,4,2011,21,1,0,1,1,9.02,13.635,64,0,3,1,4,2011,20,1,0,1,1,9.84,12.88,48,7.0015,48
3,1,4,2011,22,1,0,1,1,9.02,12.88,64,6.0032,3,1,4,2011,21,1,0,1,1,9.02,13.635,64,0,35
3,1,4,2011,23,1,0,1,1,8.2,11.365,69,6.0032,3,1,4,2011,22,1,0,1,1,9.02,12.88,64,6.0032,11
4,1,5,2011,0,1,0,1,1,8.2,12.88,64,0,3,1,4,2011,23,1,0,1,1,8.2,11.365,69,6.0032,6
4,1,5,2011,1,1,0,1,1,6.56,9.85,74,6.0032,4,1,5,2011,0,1,0,1,1,8.2,12.88,64,0,6
4,1,5,2011,2,1,0,1,1,6.56,9.85,74,6.0032,4,1,5,2011,1,1,0,1,1,6.56,9.85,74,6.0032,2
4,1,5,2011,4,1,0,1,1,9.84,11.365,48,15.0013,4,1,5,2011,2,1,0,1,1,6.56,9.85,74,6.0032,2
4,1,5,2011,5,1,0,1,1,9.02,11.365,47,11.0014,4,1,5,2011,4,1,0,1,1,9.84,11.365,48,15.0013,3
4,1,5,2011,6,1,0,1,1,8.2,9.85,47,15.0013,4,1,5,2011,5,1,0,1,1,9.02,11.365,47,11.0014,33
4,1,5,2011,7,1,0,1,1,7.38,9.09,43,12.998,4,1,5,2011,6,1,0,1,1,8.2,9.85,47,15.0013,88
4,1,5,2011,8,1,0,1,1,8.2,9.09,40,19.9995,4,1,5,2011,7,1,0,1,1,7.38,9.09,43,12.998,195
4,1,5,2011,9,1,0,1,1,9.02,9.85,37,22.0028,4,1,5,2011,8,1,0,1,1,8.2,9.09,40,19.9995,115
4,1,5,2011,10,1,0,1,1,9.02,9.85,37,22.0028,4,1,5,2011,9,1,0,1,1,9.02,9.85,37,22.0028,57
4,1,5,2011,11,1,0,1,1,10.66,11.365,33,22.0028,4,1,5,2011,10,1,0,1,1,9.02,9.85,37,22.0028,46
4,1,5,2011,12,1,0,1,1,10.66,11.365,33,22.0028,4,1,5,2011,11,1,0,1,1,10.66,11.365,33,22.0028,79
4,1,5,2011,13,1,0,1,1,11.48,12.88,30,19.9995,4,1,5,2011,12,1,0,1,1,10.66,11.365,33,22.0028,71
4,1,5,2011,14,1,0,1,1,12.3,14.395,28,12.998,4,1,5,2011,13,1,0,1,1,11.48,12.88,30,19.9995,62
4,1,5,2011,15,1,0,1,1,12.3,14.395,28,12.998,4,1,5,2011,14,1,0,1,1,12.3,14.395,28,12.998,62
4,1,5,2011,16,1,0,1,1,12.3,15.91,28,6.0032,4,1,5,2011,15,1,0,1,1,12.3,14.395,28,12.998,89
4,1,5,2011,17,1,0,1,1,9.84,11.365,38,12.998,4,1,5,2011,16,1,0,1,1,12.3,15.91,28,6.0032,190
4,1,5,2011,18,1,0,1,1,9.84,12.12,38,8.9981,4,1,5,2011,17,1,0,1,1,9.84,11.365,38,12.998,169
4,1,5,2011,19,1,0,1,1,9.84,12.88,38,7.0015,4,1,5,2011,18,1,0,1,1,9.84,12.12,38,8.9981,132
4,1,5,2011,20,1,0,1,1,9.02,11.365,47,11.0014,4,1,5,2011,19,1,0,1,1,9.84,12.88,38,7.0015,89
4,1,5,2011,21,1,0,1,1,8.2,9.85,51,12.998,4,1,5,2011,20,1,0,1,1,9.02,11.365,47,11.0014,43
4,1,5,2011,22,1,0,1,1,7.38,9.85,55,8.9981,4,1,5,2011,21,1,0,1,1,8.2,9.85,51,12.998,42
4,1,5,2011,23,1,0,1,1,8.2,12.88,47,0,4,1,5,2011,22,1,0,1,1,7.38,9.85,55,8.9981,19
5,1,6,2011,0,1,0,1,1,7.38,12.12,55,0,4,1,5,2011,23,1,0,1,1,8.2,12.88,47,0,11
5,1,6,2011,1,1,0,1,1,6.56,11.365,64,0,5,1,6,2011,0,1,0,1,1,7.38,12.12,55,0,4
5,1,6,2011,2,1,0,1,1,6.56,11.365,64,0,5,1,6,2011,1,1,0,1,1,6.56,11.365,64,0,2
5,1,6,2011,4,1,0,1,2,6.56,9.85,64,6.0032,5,1,6,2011,2,1,0,1,1,6.56,11.365,64,0,1
5,1,6,2011,5,1,0,1,2,5.74,9.09,69,6.0032,5,1,6,2011,4,1,0,1,2,6.56,9.85,64,6.0032,4
5,1,6,2011,6,1,0,1,2,5.74,8.335,63,7.0015,5,1,6,2011,5,1,0,1,2,5.74,9.09,69,6.0032,36
5,1,6,2011,7,1,0,1,2,6.56,11.365,59,0,5,1,6,2011,6,1,0,1,2,5.74,8.335,63,7.0015,95
5,1,6,2011,8,1,0,1,1,6.56,11.365,59,0,5,1,6,2011,7,1,0,1,2,6.56,11.365,59,0,219
5,1,6,2011,9,1,0,1,2,7.38,12.12,51,0,5,1,6,2011,8,1,0,1,1,6.56,11.365,59,0,122
5,1,6,2011,10,1,0,1,1,8.2,12.88,47,0,5,1,6,2011,9,1,0,1,2,7.38,12.12,51,0,45
5,1,6,2011,11,1,0,1,1,9.02,12.88,44,6.0032,5,1,6,2011,10,1,0,1,1,8.2,12.88,47,0,59
5,1,6,2011,12,1,0,1,1,10.66,14.395,35,0,5,1,6,2011,11,1,0,1,1,9.02,12.88,44,6.0032,84
5,1,6,2011,13,1,0,1,1,10.66,13.635,35,7.0015,5,1,6,2011,12,1,0,1,1,10.66,14.395,35,0,67
5,1,6,2011,14,1,0,1,1,11.48,13.635,36,11.0014,5,1,6,2011,13,1,0,1,1,10.66,13.635,35,7.0015,70
5,1,6,2011,15,1,0,1,1,11.48,13.635,36,0,5,1,6,2011,14,1,0,1,1,11.48,13.635,36,11.0014,62
5,1,6,2011,16,1,0,1,1,10.66,12.88,38,11.0014,5,1,6,2011,15,1,0,1,1,11.48,13.635,36,0,86
5,1,6,2011,17,1,0,1,1,9.02,11.365,51,11.0014,5,1,6,2011,16,1,0,1,1,10.66,12.88,38,11.0014,172
5,1,6,2011,18,1,0,1,1,9.02,11.365,51,8.9981,5,1,6,2011,17,1,0,1,1,9.02,11.365,51,11.0014,163
5,1,6,2011,19,1,0,1,1,9.02,12.88,55,6.0032,5,1,6,2011,18,1,0,1,1,9.02,11.365,51,8.9981,112
5,1,6,2011,20,1,0,1,1,8.2,10.605,51,11.0014,5,1,6,2011,19,1,0,1,1,9.02,12.88,55,6.0032,69
5,1,6,2011,21,1,0,1,2,9.02,10.605,55,15.0013,5,1,6,2011,20,1,0,1,1,8.2,10.605,51,11.0014,48
5,1,6,2011,22,1,0,1,2,9.02,10.605,51,19.0012,5,1,6,2011,21,1,0,1,2,9.02,10.605,55,15.0013,52
5,1,6,2011,23,1,0,1,2,8.2,9.85,59,12.998,5,1,6,2011,22,1,0,1,2,9.02,10.605,51,19.0012,23
6,1,7,2011,0,1,0,1,2,8.2,9.85,64,12.998,5,1,6,2011,23,1,0,1,2,8.2,9.85,59,12.998,17
6,1,7,2011,1,1,0,1,2,8.2,9.85,69,15.0013,6,1,7,2011,0,1,0,1,2,8.2,9.85,64,12.998,7
6,1,7,2011,2,1,0,1,2,8.2,9.85,69,15.0013,6,1,7,2011,1,1,0,1,2,8.2,9.85,69,15.0013,1
6,1,7,2011,4,1,0,1,2,8.2,10.605,69,8.9981,6,1,7,2011,2,1,0,1,2,8.2,9.85,69,15.0013,1
6,1,7,2011,5,1,0,1,3,9.02,13.635,55,0,6,1,7,2011,4,1,0,1,2,8.2,10.605,69,8.9981,5
6,1,7,2011,6,1,0,1,2,8.2,12.88,69,0,6,1,7,2011,5,1,0,1,3,9.02,13.635,55,0,34
6,1,7,2011,7,1,0,1,1,8.2,10.605,69,8.9981,6,1,7,2011,6,1,0,1,2,8.2,12.88,69,0,84
6,1,7,2011,8,1,0,1,1,8.2,9.85,51,16.9979,6,1,7,2011,7,1,0,1,1,8.2,10.605,69,8.9981,210
6,1,7,2011,9,1,0,1,1,8.2,9.09,47,19.9995,6,1,7,2011,8,1,0,1,1,8.2,9.85,51,16.9979,134
6,1,7,2011,10,1,0,1,1,9.02,9.85,37,22.0028,6,1,7,2011,9,1,0,1,1,8.2,9.09,47,19.9995,63
6,1,7,2011,11,1,0,1,2,8.2,9.85,40,15.0013,6,1,7,2011,10,1,0,1,1,9.02,9.85,37,22.0028,67
6,1,7,2011,12,1,0,1,2,8.2,9.85,37,16.9979,6,1,7,2011,11,1,0,1,2,8.2,9.85,40,15.0013,59
6,1,7,2011,13,1,0,1,2,8.2,9.09,37,19.0012,6,1,7,2011,12,1,0,1,2,8.2,9.85,37,16.9979,73
6,1,7,2011,14,1,0,1,2,8.2,9.85,40,16.9979,6,1,7,2011,13,1,0,1,2,8.2,9.09,37,19.0012,50
6,1,7,2011,15,1,0,1,2,8.2,10.605,37,11.0014,6,1,7,2011,14,1,0,1,2,8.2,9.85,40,16.9979,72
6,1,7,2011,16,1,0,1,2,8.2,10.605,37,11.0014,6,1,7,2011,15,1,0,1,2,8.2,10.605,37,11.0014,87
6,1,7,2011,17,1,0,1,2,8.2,12.88,37,0,6,1,7,2011,16,1,0,1,2,8.2,10.605,37,11.0014,187
6,1,7,2011,18,1,0,1,1,8.2,11.365,40,6.0032,6,1,7,2011,17,1,0,1,2,8.2,12.88,37,0,123
6,1,7,2011,19,1,0,1,1,6.56,9.85,55,6.0032,6,1,7,2011,18,1,0,1,1,8.2,11.365,40,6.0032,95
6,1,7,2011,20,1,0,1,1,7.38,10.605,47,7.0015,6,1,7,2011,19,1,0,1,1,6.56,9.85,55,6.0032,51
6,1,7,2011,21,1,0,1,1,7.38,9.85,47,8.9981,6,1,7,2011,20,1,0,1,1,7.38,10.605,47,7.0015,39
6,1,7,2011,22,1,0,1,2,7.38,9.85,43,11.0014,6,1,7,2011,21,1,0,1,1,7.38,9.85,47,8.9981,36
6,1,7,2011,23,1,0,1,2,7.38,9.85,51,11.0014,6,1,7,2011,22,1,0,1,2,7.38,9.85,43,11.0014,15
7,1,8,2011,0,1,0,0,2,7.38,9.85,51,11.0014,6,1,7,2011,23,1,0,1,2,7.38,9.85,51,11.0014,25
7,1,8,2011,1,1,0,0,2,7.38,10.605,55,6.0032,7,1,8,2011,0,1,0,0,2,7.38,9.85,51,11.0014,16
7,1,8,2011,2,1,0,0,2,7.38,12.12,55,0,7,1,8,2011,1,1,0,0,2,7.38,10.605,55,6.0032,16
7,1,8,2011,3,1,0,0,3,7.38,9.85,55,11.0014,7,1,8,2011,2,1,0,0,2,7.38,12.12,55,0,7
7,1,8,2011,4,1,0,0,3,7.38,9.85,55,11.0014,7,1,8,2011,3,1,0,0,3,7.38,9.85,55,11.0014,1
7,1,8,2011,5,1,0,0,2,6.56,8.335,74,11.0014,7,1,8,2011,4,1,0,0,3,7.38,9.85,55,11.0014,5
7,1,8,2011,6,1,0,0,2,6.56,8.335,74,11.0014,7,1,8,2011,5,1,0,0,2,6.56,8.335,74,11.0014,2
7,1,8,2011,7,1,0,0,2,6.56,9.09,74,7.0015,7,1,8,2011,6,1,0,0,2,6.56,8.335,74,11.0014,9
7,1,8,2011,8,1,0,0,3,6.56,9.09,93,7.0015,7,1,8,2011,7,1,0,0,2,6.56,9.09,74,7.0015,15
7,1,8,2011,9,1,0,0,3,6.56,9.09,93,7.0015,7,1,8,2011,8,1,0,0,3,6.56,9.09,93,7.0015,20
7,1,8,2011,10,1,0,0,2,7.38,9.85,80,11.0014,7,1,8,2011,9,1,0,0,3,6.56,9.09,93,7.0015,61
7,1,8,2011,11,1,0,0,2,8.2,9.09,69,26.0027,7,1,8,2011,10,1,0,0,2,7.38,9.85,80,11.0014,62
7,1,8,2011,12,1,0,0,2,8.2,9.09,59,23.9994,7,1,8,2011,11,1,0,0,2,8.2,9.09,69,26.0027,98
7,1,8,2011,13,1,0,0,1,8.2,9.09,44,22.0028,7,1,8,2011,12,1,0,0,2,8.2,9.09,59,23.9994,102
7,1,8,2011,14,1,0,0,1,8.2,8.335,32,32.9975,7,1,8,2011,13,1,0,0,1,8.2,9.09,44,22.0028,95
7,1,8,2011,15,1,0,0,1,8.2,8.335,32,30.0026,7,1,8,2011,14,1,0,0,1,8.2,8.335,32,32.9975,74
7,1,8,2011,16,1,0,0,1,7.38,6.82,29,30.0026,7,1,8,2011,15,1,0,0,1,8.2,8.335,32,30.0026,76
7,1,8,2011,17,1,0,0,1,6.56,6.06,37,36.9974,7,1,8,2011,16,1,0,0,1,7.38,6.82,29,30.0026,69
7,1,8,2011,18,1,0,0,1,5.74,6.06,39,19.9995,7,1,8,2011,17,1,0,0,1,6.56,6.06,37,36.9974,55
7,1,8,2011,19,1,0,0,1,5.74,6.06,36,16.9979,7,1,8,2011,18,1,0,0,1,5.74,6.06,39,19.9995,30
7,1,8,2011,20,1,0,0,1,4.92,6.06,36,16.9979,7,1,8,2011,19,1,0,0,1,5.74,6.06,36,16.9979,28
7,1,8,2011,21,1,0,0,1,4.92,5.305,39,23.9994,7,1,8,2011,20,1,0,0,1,4.92,6.06,36,16.9979,37
7,1,8,2011,22,1,0,0,1,4.92,5.305,36,26.0027,7,1,8,2011,21,1,0,0,1,4.92,5.305,39,23.9994,34
7,1,8,2011,23,1,0,0,1,4.1,3.03,39,30.0026,7,1,8,2011,22,1,0,0,1,4.92,5.305,36,26.0027,22
1,1,9,2011,0,1,0,0,1,4.1,3.79,42,26.0027,7,1,8,2011,23,1,0,0,1,4.1,3.03,39,30.0026,25
1,1,9,2011,1,1,0,0,1,4.1,3.03,42,31.0009,1,1,9,2011,0,1,0,0,1,4.1,3.79,42,26.0027,12
1,1,9,2011,2,1,0,0,1,4.1,3.03,46,31.0009,1,1,9,2011,1,1,0,0,1,4.1,3.03,42,31.0009,11
1,1,9,2011,3,1,0,0,1,4.1,3.79,46,27.9993,1,1,9,2011,2,1,0,0,1,4.1,3.03,46,31.0009,4
1,1,9,2011,4,1,0,0,1,3.28,4.545,53,12.998,1,1,9,2011,3,1,0,0,1,4.1,3.79,46,27.9993,1
1,1,9,2011,5,1,0,0,1,3.28,4.545,53,12.998,1,1,9,2011,4,1,0,0,1,3.28,4.545,53,12.998,1
1,1,9,2011,6,1,0,0,1,4.1,4.545,49,19.0012,1,1,9,2011,5,1,0,0,1,3.28,4.545,53,12.998,1
1,1,9,2011,7,1,0,0,1,3.28,4.545,53,12.998,1,1,9,2011,6,1,0,0,1,4.1,4.545,49,19.0012,6
